P00996	SP	23
Q9NYY1	SP	24
P31608	SP	24
P07479	SP	24
P09656	SP	23
P20155	SP	23
Q8J0I9	SP	28
Q04756	SP	35
P49235	CH	54
Q02747	SP	21
P43077	SP	22
P06865	SP	22
P23631	SP	20
P16150	SP	19
P80471	CH	63
P13487	SP	22
P15018	SP	22
P32947	SP	15
P01619	SP	20
P06312	SP	20
P01639	SP	22
P01611	SP	22
P01615	SP	19
Q9GZZ8	SP	19
P01599	SP	22
P01602	SP	22
P04430	SP	22
P32004	SP	19
P01597	SP	22
P01624	SP	20
P01658	SP	20
P01633	SP	29
Q55P57	SP	20
P01634	SP	29
P01593	SP	22
P04180	SP	24
C0HL65	SP	18
P09559	CH	51
Q9FYS3	CH	50
P42264	SP	31
Q9AWA5	CH	77
P22315	MT	53
Q01528	SP	19
O60609	SP	31
P81447	SP	18
O18994	SP	21
C9K4X8	SP	29
Q8GUM2	MT	46
P60568	SP	20
Q9LDZ0	MT	50
Q08334	SP	19
P79073	SP	15
Q96F46	SP	32
Q9NRM6	SP	17
Q9Z0M9	SP	28
Q0P5I5	MT	25
P08833	SP	25
Q6UXL0	SP	29
O95998	SP	30
P22692	SP	21
Q16270	SP	26
P01591	SP	22
P13691	SP	30
P01083	SP	30
P21743	SP	25
Q9P0W0	SP	27
Q8JFY4	SP	26
P80195	SP	18
Q02596	SP	19
P25855	MT	34
P11183	MT	39
A3C6G9	MT	34
Q9UBU3	SP	23
P15522	SP	18
Q76IQ4	SP	26
P54762	SP	17
Q62867	SP	24
Q9LM71	TH	71
Q99MG7	SP	16
P12763	SP	18
P97515	SP	18
P02672	SP	19
P29390	CH	43
P30440	SP	17
P14448	SP	18
Q9NJP7	SP	28
P11009	MT	39
P17540	MT	39
P25809	MT	39
Q9NII5	SP	21
P0C194	SP	21
Q9U8D2	SP	28
P01661	SP	20
P01614	SP	19
P09655	SP	18
P45628	SP	22
Q9NII6	SP	20
C0HJQ8	SP	21
P0DL37	SP	24
P0CC12	SP	28
Q9U8D1	SP	28
P10184	SP	23
P53193	MT	10
P80747	SP	24
P26011	SP	19
P16144	SP	27
C0HJQ5	SP	28
C7G3K3	SP	21
P09605	MT	39
P70079	MT	39
P29320	SP	20
Q64610	SP	27
Q8I034	SP	28
P05305	SP	17
P81623	SP	29
P30040	SP	32
P10959	SP	18
P58738	SP	24
Q07154	SP	24
P06399	SP	19
P41345	CH	62
P53991	CH	35
P29695	SP	19
Q5KQS1	SP	19
P24090	SP	18
P02671	SP	19
Q8TAL6	SP	18
P31836	SP	19
P13595	SP	19
Q0IQK9	SP	25
A7VN14	SP	19
O02826	SP	20
P09056	SP	23
P0DKB9	MT	21
Q61885	SP	28
Q63345	SP	27
A0AT29	SP	25
P19656	SP	27
P10976	SP	26
A0A161AT60	SP	25
P80269	MT	41
O42414	SP	25
Q43767	SP	25
Q9XFS7	SP	25
A0AT32	SP	25
P00126	MT	13
P99028	MT	13
P30155	CH	51
P0C2C0	MT	40
O80323	SP	22
P82412	CH	58
Q04791	SP	25
Q00711	MT	28
P16933	SP	24
Q92765	SP	32
Q96QR1	SP	20
P82913	MT	53
P81608	SP	16
P54900	SP	29
O76192	SP	17
Q9P0V8	SP	22
P82193	CH	38
Q8WXF3	SP	25
Q8HY17	SP	26
P82190	CH	57
P31164	CH	66
P36520	MT	57
Q2HJJ1	MT	55
Q9LE95	CH	72
P82180	CH	41
Q3SZ47	MT	8
P07998	SP	28
P86926	MT	44
P36517	MT	14
P34096	SP	28
P08904	SP	27
Q3ZBX6	MT	40
P22354	MT	18
P10153	SP	27
P39873	SP	26
P00684	SP	25
P00669	SP	26
Q02204	MT	75
P36531	MT	14
P61823	SP	26
P00683	SP	25
P15468	SP	28
Q7M438	SP	25
P42813	SP	22
P36528	MT	19
P11916	SP	22
P80022	SP	25
P07602	SP	16
P29344	CH	41
P80470	CH	85
Q7YSJ4	SP	19
P32869	CH	54
P36213	CH	43
P12353	CH	50
P04278	SP	29
P55000	SP	22
P02784	SP	25
P04557	SP	25
P81019	SP	25
P15196	SP	31
O43291	SP	27
Q8TCT8	SP	25
Q8TCT7	SP	25
Q28862	SP	16
Q15465	SP	23
Q966V2	SP	22
G3MYZ3	SP	21
P43652	SP	21
Q9C0Y4	SP	24
Q64565	MT	39
P04058	SP	21
P00258	MT	58
P56526	SP	25
Q653V7	SP	33
Q9C8A4	SP	24
Q8L9T8	SP	27
P02769	SP	18
P19121	SP	18
P13204	SP	26
P02770	SP	18
P19801	SP	19
U6BLZ9	SP	26
Q6UX39	SP	16
P09230	SP	15
P10968	SP	26
P02876	SP	27
O82337	SP	26
Q9BYV1	MT	41
P13205	SP	26
O54766	SP	20
P01729	SP	19
Q17058	SP	17
Q9HCC0	MT	22
Q0WM29	MT	98
O35701	SP	27
Q16674	SP	24
P52706	SP	27
P14946	SP	23
Q6UWV2	SP	31
P11590	SP	16
P80463	SP	24
P11970	CH	69
Q0DFC9	CH	57
P26956	CH	48
P81054	SP	18
P18632	SP	21
P81294	SP	21
Q01289	CH	64
Q9SV46	MT	26
P49763	SP	18
P97535	SP	24
P49259	SP	20
Q9LLT1	SP	21
Q9VYX7	SP	26
O76537	SP	16
Q9GK12	SP	21
P42699	TH	68
Q9BX93	SP	19
P11490	TH	72
P83592	CH	71
Q4W1I8	SP	30
Q9XIV8	SP	29
Q42496	CH	60
P38660	SP	19
Q95UE8	SP	19
P81058	SP	19
Q9H300	MT	52
P80964	SP	25
Q6UWI2	SP	20
P35331	SP	24
P20241	SP	23
P09791	SP	27
Q4W1I9	SP	30
P15399	SP	17
Q9BQ51	SP	19
P00433	SP	30
P05164	SP	48
Q765P3	SP	19
Q9XTN0	SP	23
Q15084	SP	19
Q95121	SP	20
P00299	CH	69
Q9M8M3	MT	21
P13686	SP	21
Q8VY52	TH	98
P80311	SP	33
Q01490	SP	22
P58294	SP	19
P09586	SP	31
P35705	MT	62
Q968Z6	SP	19
Q9LRP6	MT	71
Q39734	CH	71
P34207	SP	28
Q6NQ83	MT	28
Q9S720	TH	80
Q9HC23	SP	27
Q9ZU67	MT	14
Q9TW32	SP	22
P23284	SP	33
P33579	SP	30
Q13162	SP	37
Q765P4	SP	23
Q9ES58	SP	23
P55803	SP	28
A7VN13	SP	19
A7VN15	SP	19
P16636	SP	21
C5P3X6	SP	18
Q8C1Q4	SP	21
O18330	SP	19
P02761	SP	19
O55232	SP	32
P05166	MT	28
P32473	MT	33
P21375	MT	32
Q9NRC9	SP	17
Q9D3H2	SP	16
P26269	MT	27
P20740	SP	36
Q3V1G4	SP	20
P49432	MT	30
P08937	SP	15
Q38799	MT	29
P11966	MT	30
P11177	MT	30
P10522	SP	28
O77061	SP	17
Q17060	SP	20
P86872	SP	19
Q7Z6M4	MT	42
Q41260	SP	29
P08118	SP	20
Q9QXU1	SP	15
Q43871	SP	25
Q28143	SP	35
P11024	MT	43
A2AEP0	SP	19
O95157	SP	22
O95711	SP	20
Q4WBS1	SP	17
P01499	SP	27
P81511	SP	15
P61870	SP	26
P92192	SP	18
Q05443	SP	18
P01724	SP	19
O88188	SP	19
P49257	SP	30
P42256	SP	19
P60616	SP	21
P01379	SP	21
P82662	SP	21
Q45Z11	SP	21
P10457	SP	21
F5CPD5	SP	21
F5CPE4	SP	21
P10456	SP	21
Q90VW1	SP	21
Q9BEA2	MT	31
P60615	SP	21
P01384	SP	21
Q53B58	SP	21
O42257	SP	21
Q7T3J2	SP	21
P14612	SP	21
Q9W7J5	SP	21
P01398	SP	21
Q9YGI4	SP	21
A2CKF6	SP	21
P01412	SP	21
P68416	SP	21
P25497	SP	21
C1IC47	SP	21
C1IC48	SP	21
P10459	SP	21
P60771	SP	21
P60775	SP	21
P0C554	SP	21
Q3C258	SP	20
Q03383	SP	16
Q9M373	SP	26
B2BRQ5	SP	21
P07854	CH	56
Q53B59	SP	21
P58370	SP	21
P81783	SP	21
Q9YGJ0	SP	21
Q53B47	SP	21
P28335	SP	32
P19959	SP	21
F5CPD8	SP	21
Q7T2I5	SP	21
Q53B52	SP	21
P21589	SP	26
Q8IUH8	SP	21
Q43093	CH	57
P68209	MT	42
Q8NBK3	SP	33
Q90WJ9	SP	20
Q90WJ7	SP	20
P04155	SP	24
P01538	SP	26
P01543	SP	27
Q9SW33	TH	63
P42705	SP	23
P01033	SP	23
P30120	SP	23
P30121	SP	26
Q9NQ34	SP	33
P15589	SP	19
P22243	CH	33
P10124	SP	27
P08375	SP	23
P08376	SP	23
P35777	SP	19
P01174	SP	19
P02896	SP	33
Q7TQN3	SP	29
O46655	SP	19
Q16927	SP	46
P0C1X2	SP	26
O76076	SP	23
P35778	SP	22
P35759	SP	21
P86870	SP	23
P55955	SP	19
Q9JMI7	SP	25
P02767	SP	20
P27731	SP	20
Q29616	SP	22
P02766	SP	20
Q924B5	SP	25
Q28388	SP	18
Q9CQY6	MT	13
P26652	SP	24
P81760	TH	77
Q15399	SP	24
Q43715	CH	131
Q9U8X3	SP	23
P78581	SP	18
P01137	SP	29
Q9U8W8	SP	23
Q9SHU7	CH	90
P16368	SP	26
P35625	SP	23
Q5D231	SP	18
Q8GTB6	SP	28
Q0DEC8	CH	113
P51557	MT	62
P08842	SP	21
Q8LAD2	MT	37
P36967	MT	16
Q62005	SP	20
P32802	SP	22
P36897	SP	33
P16035	SP	26
P35441	SP	18
P31779	SP	24
B7ZS96	SP	19
C0HL38	SP	19
I6RU32	SP	23
Q9UBN6	SP	55
O14798	SP	25
P17764	MT	30
P01545	SP	18
Q9U8W7	SP	27
Q9S7Y7	SP	27
Q99MA2	SP	22
Q03405	SP	22
O55245	SP	20
P49141	SP	20
O46654	SP	20
I6S390	SP	22
Q09140	SP	18
Q9SM43	TH	124
P35775	SP	19
Q6IUU3	SP	32
P29288	SP	22
Q39735	CH	77
P01237	SP	29
P27684	CH	62
P43265	MT	42
Q13733	Other	0
Q9SSW1	Other	0
Q8VHT6	Other	0
Q9T003	Other	0
Q6RWA9	Other	0
P40344	Other	0
P35670-2	Other	0
P0C0T2	Other	0
H9TB17	Other	0
Q06278	Other	0
Q0VD83	Other	0
Q66PJ3	Other	0
P40467	Other	0
Q6EPG8	Other	0
Q8VWG4	Other	0
O70191	Other	0
D3K0R6	Other	0
P23634	Other	0
H2KZB2	Other	0
Q64364	Other	0
Q9GZN1	Other	0
Q8VWJ6	Other	0
Q9VEC3	Other	0
P13637	Other	0
Q6PL18	Other	0
Q08DA1	Other	0
P18847	Other	0
Q99788	Other	0
G7IBJ4	Other	0
Q9U2M1	Other	0
Q9Z1S0	Other	0
Q8N7E2	Other	0
A6NI79	Other	0
P24864	Other	0
P54733	Other	0
Q7TS74	Other	0
P20482	Other	0
Q812E0	Other	0
Q2HXU8	Other	0
Q8IRB5	Other	0
G7JND3	Other	0
Q9NZN8	Other	0
O02039	Other	0
Q96DG6	Other	0
Q09003	Other	0
Q21624	Other	0
Q9LV85	Other	0
Q9U1Y5	Other	0
P38779	Other	0
Q96M02	Other	0
Q22197	Other	0
Q8IYA6	Other	0
P93831	Other	0
Q07897	Other	0
P14755	Other	0
Q86AV6	Other	0
P97468	Other	0
Q8JIL9	Other	0
A0A072VMJ3	Other	0
Q86XI2	Other	0
Q8L7Z0	Other	0
Q7XB08	Other	0
Q14032	Other	0
O74350	Other	0
A6H8Y1	Other	0
Q84LK3	Other	0
Q9SRX9	Other	0
P25853	Other	0
P41182	Other	0
Q9YGW7	Other	0
Q9TZP5	Other	0
P50461-2	Other	0
O74942	Other	0
Q9Y4D1	Other	0
Q7K4Y6	Other	0
Q9UER7-4	Other	0
Q9ERR2	Other	0
Q9BRF8	Other	0
P16220	Other	0
Q80TQ2	Other	0
F5A894	Other	0
Q8INF7	Other	0
P98081	Other	0
P53854	Other	0
Q6Q151	Other	0
Q9BR76	Other	0
Q01981	Other	0
Q01147	Other	0
Q8GY82	Other	0
P38877	Other	0
Q13620	Other	0
O08788	Other	0
G5EFF5	Other	0
Q09719	Other	0
Q9BTE1	Other	0
P54254	Other	0
Q9FMB4	Other	0
Q9C9M6	Other	0
P48361	Other	0
Q8VZ20	Other	0
Q9V727	Other	0
O76922	Other	0
P38772	Other	0
F4HZB2	Other	0
O70305	Other	0
Q12500	Other	0
Q9SSW2	Other	0
P41183	Other	0
Q06631	Other	0
Q8SWR8	Other	0
F4K1J4	Other	0
O22133	Other	0
Q9SSW0	Other	0
Q91YE5	Other	0
A0JMY4	Other	0
Q96288	Other	0
Q04489	Other	0
Q94BP7	Other	0
Q8WXX7	Other	0
O13943	Other	0
O75363	Other	0
O00327	Other	0
Q9SID1	Other	0
Q8CCN5	Other	0
O94510	Other	0
Q9FHM5	Other	0
Q63087	Other	0
Q9SUW2	Other	0
P46672	Other	0
P33280	Other	0
Q5SW96	Other	0
Q5T2S8	Other	0
P80428	Other	0
Q9DEE9	Other	0
P40518	Other	0
P18634	Other	0
Q8IMC6	Other	0
Q2TAD5	Other	0
P35414	Other	0
P53933	Other	0
Q9HCE6	Other	0
B9DHT4	Other	0
P38840	Other	0
Q582G4	Other	0
E9Q4F7	Other	0
O60039	Other	0
P07249	Other	0
Q8C142	Other	0
Q9P6J1	Other	0
Q8WYK0	Other	0
O54754	Other	0
Q5QE80	Other	0
Q3TYQ9	Other	0
O14727	Other	0
Q91X46	Other	0
O74798	Other	0
Q6UB99	Other	0
Q9Z0U5	Other	0
Q5SGK3	Other	0
G3X982	Other	0
P79960	Other	0
Q9JHG3	Other	0
Q9LKL2	Other	0
E9Q394	Other	0
P30355	Other	0
Q15699	Other	0
O60306	Other	0
Q9ZPY8	Other	0
P36154	Other	0
Q8N8R7	Other	0
G5EGA3	Other	0
Q6UB98	Other	0
P48034	Other	0
P80456	Other	0
C8VP82	Other	0
Q11002	Other	0
P33322	Other	0
Q9LSQ3	Other	0
Q8L467	Other	0
O22901	Other	0
Q7Z569	Other	0
Q4AC94	Other	0
B0BNN3	Other	0
Q9H257	Other	0
Q86V15	Other	0
P41350	Other	0
P51813	Other	0
F1R5H6	Other	0
Q80VC9	Other	0
Q5H8A6	Other	0
Q95RV2	Other	0
P23198	Other	0
P45973	Other	0
Q8TBZ0	Other	0
Q8IYE0	Other	0
O96020	Other	0
P32246	Other	0
P51683	Other	0
O04034	Other	0
Q504U0	Other	0
P36618	Other	0
Q8W1E3	Other	0
Q9XIP8	Other	0
Q9FIL1	Other	0
Q9FHD7	Other	0
Q6Z312	Other	0
B9DGI8	Other	0
Q99622	Other	0
Q8NCU7	Other	0
Q9SHH0	Other	0
M0RAU5	Other	0
Q25QX6	Other	0
Q9H425	Other	0
O64759	Other	0
P09085	Other	0
P12962	Other	0
P83299	Other	0
P48524	Other	0
Q9Y7V2	Other	0
Q9M2K4	Other	0
O35473	Other	0
Q9P296	Other	0
O88751	Other	0
G5EG86	Other	0
Q8K2F0	Other	0
Q05949	Other	0
Q8CFW7	Other	0
Q9SIV5	Other	0
P54657	Other	0
Q5T5Y3	Other	0
P54132	Other	0
Q9EPW1	Other	0
Q9LS26	Other	0
B9FDE0	Other	0
Q9FLU1	Other	0
O88665	Other	0
Q7XJT7	Other	0
Q8W4L3	Other	0
Q6EJ98	Other	0
A6NLJ0	Other	0
Q8WUQ7	Other	0
Q8IYX3	Other	0
Q16543	Other	0
O74113	Other	0
Q5DU05	Other	0
Q9VQ30	Other	0
G5ECD6	Other	0
Q9BXN2	Other	0
O60060	Other	0
P51638	Other	0
Q9VKV5	Other	0
Q9SCN8	Other	0
Q15744	Other	0
P53298	Other	0
Q08032	Other	0
Q8STE5	Other	0
O17386	Other	0
Q03188	Other	0
A2A8L1	Other	0
Q9C0D2	Other	0
Q8N2Z9	Other	0
Q96LK0	Other	0
B6ZLK2	Other	0
Q9UQN3	Other	0
P83916	Other	0
Q6PII3	Other	0
Q66KE8	Other	0
P41597	Other	0
P51681	Other	0
P09798	Other	0
P06101	Other	0
Q95QW4	Other	0
Q9UPV0	Other	0
O76337	Other	0
Q27294	Other	0
Q9BUN5	Other	0
Q0D9C7	Other	0
Q8R4E9	Other	0
Q7TSG1	Other	0
E1BSW7	Other	0
Q94JQ6	Other	0
A8IF44	Other	0
Q96NL8	Other	0
Q7KU24	Other	0
P07834	Other	0
Q8TDI0	Other	0
D3ZD32	Other	0
Q9JJV4	Other	0
O54689	Other	0
O00421	Other	0
Q7L3B6	Other	0
Q69YH5	Other	0
Q8BG36	Other	0
Q9LFE0	Other	0
Q8CCG4	Other	0
Q9DGP9	Other	0
Q5TB30	Other	0
P39517	Other	0
Q9FFA2	Other	0
P39053	Other	0
G5EBR8	Other	0
Q7XBS0	Other	0
O43812	Other	0
O59773	Other	0
Q84ZA1	Other	0
Q6FJH4	Other	0
F4KEA4	Other	0
Q6RFH8	Other	0
Q27268	Other	0
Q9CWH0	Other	0
Q05193	Other	0
P42658	Other	0
P53063	Other	0
Q08877	Other	0
Q9LFQ9	Other	0
Q09748	Other	0
Q9NYP3	Other	0
Q9GRZ3	Other	0
Q05AA6	Other	0
Q94464	Other	0
P43006	Other	0
Q9SKK0	Other	0
Q95RJ9	Other	0
C6Y4D3	Other	0
Q09867	Other	0
Q9SJF3	Other	0
Q9NX09	Other	0
Q9NVP1	Other	0
Q0WPN0	Other	0
B6VQA1	Other	0
Q8WYQ5	Other	0
Q8T626	Other	0
Q92988	Other	0
P61460	Other	0
Q8NFT6	Other	0
P24784	Other	0
O00399	Other	0
Q14562	Other	0
P40366	Other	0
Q9QYI3	Other	0
O88508	Other	0
P46101	Other	0
Q7Z7J5	Other	0
G5EGE9	Other	0
Q9LXW7	Other	0
Q9Y2R4	Other	0
Q5T6F0	Other	0
P35458	Other	0
Q8NEL9	Other	0
Q9BUQ8	Other	0
P17844	Other	0
P23128	Other	0
O14040	Other	0
Q9XF62	Other	0
O44081	Other	0
Q9HGM9	Other	0
Q6K537	Other	0
Q9NSV4	Other	0
Q9BTC0	Other	0
Q68CQ4	Other	0
Q9NDJ2	Other	0
Q04603	Other	0
Q8LF21	Other	0
Q9XEA1	Other	0
P0CG12	Other	0
Q8LGH4	Other	0
Q5M775	Other	0
Q4VAA2	Other	0
P53568	Other	0
Q19972	Other	0
A8ICS9	Other	0
Q95YF3	Other	0
E1BC52	Other	0
Q3UJP5	Other	0
O80386	Other	0
Q8K389	Other	0
Q5QGZ9	Other	0
Q6QLQ4	Other	0
Q59NP1	Other	0
Q80TT8	Other	0
Q06469	Other	0
Q9VGZ5	Other	0
Q9NQC7	Other	0
Q93YN1	Other	0
Q5NBM8	Other	0
Q09760	Other	0
O76906	Other	0
P59054	Other	0
Q8WVB6	Other	0
Q12046	Other	0
O14098	Other	0
P38818	Other	0
P49682	Other	0
P49682-2	Other	0
Q9W352	Other	0
P27699	Other	0
Q8IUR6	Other	0
P49238	Other	0
Q9YGX5	Other	0
Q96D31	Other	0
O60716-13	Other	0
F4HVZ5	Other	0
Q7Z5W3	Other	0
Q9C895	Other	0
Q99177	Other	0
Q9FJX5	Other	0
Q84TC2	Other	0
F4IN23	Other	0
Q9Y804	Other	0
Q78JE5	Other	0
Q9SXQ6	Other	0
Q7TMA4	Other	0
Q6NXG1	Other	0
Q9H6T0	Other	0
Q99504	Other	0
Q8TC56	Other	0
Q9Y2M0	Other	0
Q969H0-2	Other	0
P16068	Other	0
Q8K1M4	Other	0
Q944I4-3	Other	0
Q61574	Other	0
Q9LSQ5	Other	0
P0DM40	Other	0
Q8L3Z8	Other	0
O59812	Other	0
P53849	Other	0
O35826	Other	0
Q9Y7N3	Other	0
Q9LYB4	Other	0
P28007	Other	0
Q5JY77	Other	0
Q09733	Other	0
Q99684	Other	0
P47011	Other	0
Q99678	Other	0
Q03569	Other	0
Q9HC97	Other	0
Q6PGG6	Other	0
Q8CI11	Other	0
Q7G065	Other	0
Q811S9	Other	0
P43004	Other	0
Q708Y0	Other	0
P42893	Other	0
P32525	Other	0
P38347	Other	0
Q9ZQ85	Other	0
Q6W3C0	Other	0
Q8IYD8	Other	0
A8MPH9	Other	0
P21462	Other	0
Q8BGW1	Other	0
Q5AG77	Other	0
Q8LK61	Other	0
Q9W032	Other	0
Q15006	Other	0
Q8TE68	Other	0
Q56NI9	Other	0
O00471	Other	0
Q9NPI8	Other	0
Q8CHQ0	Other	0
Q0JBH9	Other	0
Q76MT4	Other	0
Q7ZWU7	Other	0
Q9UQ84	Other	0
Q8TC76	Other	0
Q9SKN2	Other	0
P31596	Other	0
Q6K1L7	Other	0
Q9VQD6	Other	0
Q8NFZ0	Other	0
Q5BJ29	Other	0
Q9W1I9	Other	0
Q9C0B1	Other	0
Q9DEN4	Other	0
A0A1D8PN88	Other	0
A0A1D8PNP3	Other	0
P70056	Other	0
Q05394	Other	0
P32614	Other	0
P0DH90	Other	0
P02835	Other	0
O14276	Other	0
P33316-2	Other	0
Q5A0M4	Other	0
Q7TNS8	Other	0
Q14527	Other	0
P0C5Z0	Other	0
Q5M8Q2	Other	0
Q9H6D7	Other	0
P34243	Other	0
Q06629	Other	0
Q6K678	Other	0
Q6ZIV7	Other	0
Q1JV40	Other	0
P52792	Other	0
Q2TB02	Other	0
Q9H0C8	Other	0
B3H615	Other	0
P53115	Other	0
Q9FLT2	Other	0
P81122	Other	0
P38250	Other	0
Q63ZV0	Other	0
P97431	Other	0
Q08773	Other	0
Q9SKE2	Other	0
F4I6G4	Other	0
K7NAJ3	Other	0
O94290	Other	0
Q09796	Other	0
P81900	Other	0
P30625	Other	0
Q06667	Other	0
O14896	Other	0
Q9H160	Other	0
Q8R5F7	Other	0
O97863	Other	0
Q9UPP2	Other	0
Q9Y7X6	Other	0
Q7Z4H7	Other	0
O74791	Other	0
Q9C8M3	Other	0
P04913	Other	0
O24591	Other	0
Q6PCN7	Other	0
Q43386	Other	0
Q9BUJ2	Other	0
Q9NSB8	Other	0
P78417	Other	0
Q6NMS0	Other	0
Q9NVX0	Other	0
Q09146	Other	0
Q9FM19	Other	0
P87315	Other	0
Q62826	Other	0
P20823	Other	0
D0VYS2-2	Other	0
Q10092	Other	0
O94301	Other	0
Q9FE22	Other	0
P05205	Other	0
Q91VB4	Other	0
Q9LTT3	Other	0
Q9SGS2	Other	0
P52272	Other	0
Q969F9	Other	0
P38922	Other	0
Q9SRH6	Other	0
O59679	Other	0
O94606	Other	0
Q96M32	Other	0
Q91637	Other	0
Q8N7A1	Other	0
P34341	Other	0
Q9U6Z1	Other	0
Q8MLV1	Other	0
Q13136	Other	0
O43000	Other	0
P59178	Other	0
E9QA62	Other	0
P31321	Other	0
Q8CHK4	Other	0
P48547	Other	0
Q9BQ31	Other	0
Q9JLP1	Other	0
A4LBC0	Other	0
Q9QXD8	Other	0
Q9H400	Other	0
Q1PSW8	Other	0
Q944N1	Other	0
Q9EQR5	Other	0
Q11107	Other	0
Q5TKA1	Other	0
Q36736	Other	0
Q9LDN0	Other	0
Q86VQ0	Other	0
G5EBZ4	Other	0
Q99MZ8	Other	0
Q9Y2U9	Other	0
P87245	Other	0
Q9VPU8	Other	0
O95751	Other	0
Q21341	Other	0
Q9FKB5	Other	0
Q9LRY0	Other	0
P25586	Other	0
O60303	Other	0
B2CW77	Other	0
Q9M0K4	Other	0
P42167-3	Other	0
Q8QGU6	Other	0
Q9FE46	Other	0
Q9N1F5	Other	0
Q06623	Other	0
Q6WQI6	Other	0
Q8VZS3	Other	0
Q8T1C6	Other	0
Q8TDU6	Other	0
Q07845	Other	0
P87234	Other	0
Q9DAN6	Other	0
P70696	Other	0
P41546	Other	0
P46604	Other	0
Q8CJI4	Other	0
O14019	Other	0
Q9FVE6	Other	0
Q95QJ7	Other	0
Q12361	Other	0
O94246	Other	0
Q9CQ70	Other	0
