,ID,Kingdom,Type,Partition,CS
409,P50582,1,NO_SP,1,0
410,Q383Q5,1,NO_SP,3,0
411,Q05931,1,NO_SP,1,0
412,Q10076,1,NO_SP,3,0
413,P52792,1,NO_SP,2,0
414,O14254,1,NO_SP,0,0
415,Q9LY61,1,NO_SP,4,0
416,P86397,1,NO_SP,2,0
417,Q59RW5,1,NO_SP,1,0
418,Q55GF9,1,NO_SP,2,0
419,Q9S7H8,1,NO_SP,2,0
420,Q14197,1,NO_SP,3,0
421,Q9R002,1,NO_SP,2,0
422,F4I893,1,NO_SP,1,0
423,P38790,1,NO_SP,0,0
424,O60921,1,NO_SP,1,0
425,Q9ZQC5,1,NO_SP,2,0
426,P28241,1,NO_SP,4,0
427,Q8LG77,1,NO_SP,2,0
428,Q9UST4,1,NO_SP,0,0
429,Q0G838,1,NO_SP,4,0
430,Q61371,1,NO_SP,3,0
431,Q8LFW5,1,NO_SP,0,0
432,P78955,1,NO_SP,0,0
433,Q9SKX1,1,NO_SP,2,0
434,P54105,1,NO_SP,2,0
435,A2T2X4,1,NO_SP,0,0
436,Q9UBC1,1,NO_SP,3,0
437,O15111,1,NO_SP,0,0
438,Q3SXM5,1,NO_SP,4,0
439,O74984,1,NO_SP,4,0
440,Q9UBY9,1,NO_SP,1,0
441,Q9BYI3,1,NO_SP,2,0
442,Q9W1R4,1,NO_SP,4,0
443,P51553,1,NO_SP,3,0
444,Q9SYQ0,1,NO_SP,3,0
445,F4IXE7,1,NO_SP,1,0
446,O14210,1,NO_SP,4,0
447,Q9C9L4,1,NO_SP,4,0
448,Q96ED9,1,NO_SP,3,0
449,Q8N7B1,1,NO_SP,1,0
450,Q4QQW3,1,NO_SP,3,0
451,Q9SIF2,1,NO_SP,2,0
452,Q9H9L3,1,NO_SP,3,0
453,P14866,1,NO_SP,1,0
454,Q9SLJ2,1,NO_SP,3,0
455,Q10092,1,NO_SP,2,0
456,P33416,1,NO_SP,4,0
457,P04792,1,NO_SP,3,0
458,Q9UR39,1,NO_SP,2,0
459,Q9JKU3,1,NO_SP,1,0
460,Q6YUX0,1,NO_SP,2,0
461,Q9FJD4,1,NO_SP,0,0
462,Q14974,1,NO_SP,2,0
463,P40069,1,NO_SP,1,0
464,Q9SUV9,1,NO_SP,3,0
465,Q68E01,1,NO_SP,3,0
466,Q9NVH2,1,NO_SP,4,0
467,Q10272,1,NO_SP,2,0
468,Q9Y7X6,1,NO_SP,4,0
469,G5DGA8,1,NO_SP,1,0
470,Q94B52,1,NO_SP,0,0
471,Q9XUC2,1,NO_SP,3,0
472,Q5EA95,1,NO_SP,3,0
473,Q14164,1,NO_SP,3,0
474,Q9FNN3,1,NO_SP,2,0
475,Q9SLX0,1,NO_SP,4,0
476,P53067,1,NO_SP,2,0
477,P20839,1,NO_SP,0,0
478,Q10139,1,NO_SP,4,0
479,Q8LPJ5,1,NO_SP,3,0
480,Q9Y2F5,1,NO_SP,2,0
481,Q8LE98,1,NO_SP,0,0
482,Q9PW80,1,NO_SP,2,0
483,P43598,1,NO_SP,0,0
484,Q9TZC4,1,NO_SP,4,0
485,O74476,1,NO_SP,4,0
486,P25642,1,NO_SP,4,0
487,Q10199,1,NO_SP,4,0
488,Q96G21,1,NO_SP,0,0
489,Q53TQ3,1,NO_SP,2,0
490,P53115,1,NO_SP,2,0
491,Q9ULD6,1,NO_SP,4,0
492,Q9FK88,1,NO_SP,4,0
493,Q80VL0,1,NO_SP,3,0
494,Q05D44,1,NO_SP,4,0
495,Q6NLP2,1,NO_SP,1,0
496,Q10475,1,NO_SP,3,0
497,Q9CXY6,1,NO_SP,4,0
498,Q9Z1X4,1,NO_SP,0,0
499,Q8NBZ0,1,NO_SP,3,0
500,Q63ZW7,1,NO_SP,0,0
501,Q9NQS7,1,NO_SP,3,0
502,O94701,1,NO_SP,0,0
503,Q9ULG1,1,NO_SP,2,0
504,Q9LDY9,1,NO_SP,0,0
505,P07250,1,NO_SP,2,0
506,Q93Y52,1,NO_SP,1,0
507,Q6DN90,1,NO_SP,1,0
508,O82645,1,NO_SP,2,0
509,Q01292,1,NO_SP,3,0
510,Q99PT3,1,NO_SP,3,0
511,Q96EL1,1,NO_SP,3,0
512,Q9VDY1,1,NO_SP,4,0
513,Q3HNM7,1,NO_SP,1,0
514,Q9VBB3,1,NO_SP,0,0
515,Q9FXA8,1,NO_SP,1,0
516,Q9BUE6,1,NO_SP,0,0
517,O45551,1,NO_SP,1,0
518,Q20898,1,NO_SP,4,0
519,Q64282,1,NO_SP,0,0
520,Q9NV31,1,NO_SP,0,0
521,Q94F00,1,NO_SP,0,0
522,Q6CE48,1,NO_SP,4,0
523,B3H615,1,NO_SP,1,0
524,Q76PC7,1,NO_SP,2,0
525,Q96FT9,1,NO_SP,3,0
526,O82170,1,NO_SP,3,0
527,O08900,1,NO_SP,4,0
528,Q06142,1,NO_SP,1,0
529,P25626,1,NO_SP,4,0
530,P53219,1,NO_SP,3,0
531,Q9JMC2,1,NO_SP,1,0
532,Q15051,1,NO_SP,1,0
533,P19158,1,NO_SP,0,0
534,P51617,1,NO_SP,2,0
535,P28776,1,NO_SP,4,0
536,Q8K337,1,NO_SP,4,0
537,Q3KNY0,1,NO_SP,2,0
538,Q9FH37,1,NO_SP,1,0
539,Q9LIQ6,1,NO_SP,3,0
540,Q9VPH0,1,NO_SP,0,0
541,Q96Q89,1,NO_SP,3,0
542,Q56A24,1,NO_SP,4,0
543,O59751,1,NO_SP,2,0
544,Q03164,1,NO_SP,3,0
545,Q8IZD2,1,NO_SP,4,0
546,Q6Q783,1,NO_SP,2,0
547,Q9LDN0,1,NO_SP,0,0
548,Q8GS71,1,NO_SP,2,0
549,F4IIS5,1,NO_SP,0,0
550,O44548,1,NO_SP,3,0
551,Q9Z2Q2,1,NO_SP,1,0
552,Q05655,1,NO_SP,0,0
553,P41743,1,NO_SP,0,0
554,Q9LRY0,1,NO_SP,3,0
555,O61585,1,NO_SP,3,0
556,Q93ZV7,1,NO_SP,3,0
557,Q53H82,1,NO_SP,1,0
558,S0DQI7,1,NO_SP,3,0
559,Q94901,1,NO_SP,2,0
560,Q6ZQ58,1,NO_SP,4,0
561,Q9BRS8,1,NO_SP,0,0
562,O82359,1,NO_SP,0,0
563,P06239,1,NO_SP,3,0
564,P46013,1,NO_SP,1,0
565,O60333,1,NO_SP,4,0
566,Q5T7B8,1,NO_SP,2,0
567,Q91637,1,NO_SP,3,0
568,Q8N4N8,1,NO_SP,3,0
569,Q9QWT9,1,NO_SP,2,0
570,Q9Y7X9,1,NO_SP,0,0
571,P34808,1,NO_SP,1,0
572,Q9FQ08,1,NO_SP,3,0
573,P32807,1,NO_SP,0,0
574,Q40424,1,NO_SP,1,0
575,Q6NYV9,1,NO_SP,4,0
576,P38439,1,NO_SP,2,0
577,Q9PUL2,1,NO_SP,2,0
578,A2BE28,1,NO_SP,0,0
579,P42846,1,NO_SP,0,0
580,Q0WNX9,1,NO_SP,1,0
581,Q13601,1,NO_SP,4,0
582,P07247,1,NO_SP,1,0
583,Q8LPS1,1,NO_SP,0,0
584,O43813,1,NO_SP,3,0
585,Q9NS86,1,NO_SP,0,0
586,O22131,1,NO_SP,2,0
587,Q21341,1,NO_SP,2,0
588,Q12166,1,NO_SP,3,0
589,A2AVQ5,1,NO_SP,4,0
590,Q27365,1,NO_SP,0,0
591,Q11107,1,NO_SP,3,0
592,G5EDW7,1,NO_SP,4,0
593,Q948J9,1,NO_SP,0,0
594,Q91Z79,1,NO_SP,1,0
595,Q7TSP2,1,NO_SP,0,0
596,Q9SX73,1,NO_SP,1,0
597,O81629,1,NO_SP,3,0
598,Q13351,1,NO_SP,0,0
599,Q8JZP3,1,NO_SP,3,0
600,Q25298,1,NO_SP,3,0
601,Q3U8K7,1,NO_SP,1,0
602,Q07970,1,NO_SP,1,0
603,Q9FHN8,1,NO_SP,3,0
604,F9W301,1,NO_SP,0,0
605,Q8S950,1,NO_SP,3,0
606,Q19266,1,NO_SP,0,0
607,P20444,1,NO_SP,1,0
608,Q8GYJ3,1,NO_SP,0,0
609,Q94CL9,1,NO_SP,2,0
610,Q8BSK8,1,NO_SP,1,0
611,Q9NVR5,1,NO_SP,3,0
612,Q8IV20,1,NO_SP,4,0
613,P83111,1,NO_SP,1,0
614,Q86VQ0,1,NO_SP,4,0
615,Q9C5X3,1,NO_SP,0,0
616,Q6S000,1,NO_SP,4,0
617,Q15058,1,NO_SP,2,0
618,Q9BPU3,1,NO_SP,4,0
619,P28741,1,NO_SP,1,0
620,Q9BVG8,1,NO_SP,4,0
621,Q9SV36,1,NO_SP,2,0
622,Q2M2Z5,1,NO_SP,3,0
623,P87245,1,NO_SP,2,0
624,Q9SCR2,1,NO_SP,4,0
625,Q96S38,1,NO_SP,0,0
626,Q9H9P8,1,NO_SP,2,0
627,Q9CAP8,1,NO_SP,3,0
628,P08928,1,NO_SP,0,0
629,O95835,1,NO_SP,1,0
630,Q9CWU5,1,NO_SP,0,0
631,Q6PID8,1,NO_SP,2,0
632,P34341,1,NO_SP,4,0
633,P34278,1,NO_SP,1,0
634,O94806,1,NO_SP,3,0
635,Q05652,1,NO_SP,0,0
636,Q04437,1,NO_SP,3,0
637,C8VQG9,1,NO_SP,0,0
638,Q4G0J3,1,NO_SP,2,0
639,Q12342,1,NO_SP,1,0
640,Q7TNG8,1,NO_SP,3,0
641,Q12701,1,NO_SP,2,0
642,Q9LVS0,1,NO_SP,0,0
643,B6H9U8,1,NO_SP,2,0
644,Q92615,1,NO_SP,1,0
645,D5MCN2,1,NO_SP,3,0
646,Q9SA57,1,NO_SP,0,0
647,Q96270,1,NO_SP,2,0
648,Q94AR8,1,NO_SP,1,0
649,Q71RC2,1,NO_SP,2,0
650,Q9VAW5,1,NO_SP,3,0
651,Q99MZ8,1,NO_SP,4,0
652,Q9LS90,1,NO_SP,1,0
653,Q944N1,1,NO_SP,0,0
654,Q9H008,1,NO_SP,3,0
655,Q9XIN0,1,NO_SP,3,0
656,C0LLJ0,1,NO_SP,4,0
657,O14089,1,NO_SP,3,0
658,P41833,1,NO_SP,4,0
659,P53941,1,NO_SP,4,0
660,Q6PI98,1,NO_SP,3,0
661,Q9NTI7,1,NO_SP,4,0
662,Q12271,1,NO_SP,4,0
663,Q96DU7,1,NO_SP,0,0
664,Q94ID3,1,NO_SP,1,0
665,Q9LXC9,1,NO_SP,2,0
666,Q06554,1,NO_SP,3,0
667,P54987,1,NO_SP,0,0
668,P81122,1,NO_SP,1,0
669,Q9XIK3,1,NO_SP,2,0
670,Q381A3,1,NO_SP,0,0
671,A8HN58,1,NO_SP,1,0
672,P40559,1,NO_SP,2,0
673,Q9VPY0,1,NO_SP,4,0
674,Q9UPP2,1,NO_SP,1,0
675,Q9UTC6,1,NO_SP,4,0
676,Q96ST2,1,NO_SP,1,0
677,Q27J81,1,NO_SP,2,0
678,K7WDL7,1,NO_SP,4,0
679,Q9SWG0,1,NO_SP,0,0
680,Q9SE37,1,NO_SP,2,0
681,Q95QK3,1,NO_SP,2,0
682,B9DFA8,1,NO_SP,0,0
683,Q80ZG2,1,NO_SP,2,0
684,K7NAJ3,1,NO_SP,0,0
685,Q08773,1,NO_SP,2,0
686,O04314,1,NO_SP,4,0
